Category,Name,Count,Percentage
CE Area,Structural,7,2.7131782945736433
CE Area,Geotechnical,1,0.3875968992248062
CE Area,Transportation,45,17.441860465116278
CE Area,Construction Management,75,29.069767441860467
CE Area,Environmental Engineering,50,19.379844961240313
AI Technology,Computer Vision,8,3.10077519379845
AI Technology,Predictive Analytics,88,34.10852713178294
AI Technology,Generative Design,35,13.565891472868216
AI Technology,Robotics/Automation,24,9.30232558139535
